30.0,0.05,2.182706569228931,74.48235483799999
30.0,0.1,2.196395658617837,66.308780748
30.0,0.15,2.2577824276068013,98.31800783599999
30.0,0.2,2.2485024690201625,97.539276976
30.0,0.25,2.333664553525827,66.14052425399996
30.0,0.3,2.2984891755696197,98.05987428000003
30.0,0.35,2.31097799597536,66.09072440399996
32.0,0.05,2.1678603519145105,65.4598372769999
32.0,0.1,2.2045456426944408,98.757677435
32.0,0.15,2.2071561426485053,98.35851254699992
32.0,0.2,2.313261298384116,97.75342229800003
32.0,0.25,2.2770995778928897,97.68381466100004
32.0,0.3,2.2932845852758774,66.6019606169998
32.0,0.35,2.3787850354425215,64.60275854099996
34.0,0.05,2.2285661608683887,67.03167158999986
34.0,0.1,2.1582117536722376,67.94768191200001
34.0,0.15,2.322553715815769,98.8522463920001
34.0,0.2,2.253312026877607,100.10178543999996
34.0,0.25,2.1896574108913085,68.2154634179999
34.0,0.3,2.304142814030189,98.88448663399981
34.0,0.35,2.305904023106557,99.88352878599972
36.0,0.05,2.196141208029505,67.16242431300043
36.0,0.1,2.194830758493692,100.44486347200018
36.0,0.15,2.250397749015578,99.54314796200015
36.0,0.2,2.201296692987044,68.12757208899984
36.0,0.25,2.2531074836320806,99.40180179799972
36.0,0.3,2.2433150126539996,69.11305538599981
36.0,0.35,2.3181171667133884,99.88567645600006
38.0,0.05,2.196987197789976,100.95905856199988
38.0,0.1,2.16553676059105,100.59118248899995
38.0,0.15,2.231203299705353,101.161580254
38.0,0.2,2.176180785063147,68.28636197599963
38.0,0.25,2.3161766032928015,69.33998151200012
38.0,0.3,2.26121504919015,69.76845555700038
38.0,0.35,2.2796882806533025,101.21401712700026
40.0,0.05,2.250731071795181,69.7617925200002
40.0,0.1,2.2113351442404534,68.98304043100006
40.0,0.15,2.1679279246412393,100.64744243199993
40.0,0.2,2.163854707480982,102.15129840300006
40.0,0.25,2.244242416410376,68.03722492199995
40.0,0.3,2.2916806085193637,101.70546700299974
40.0,0.35,2.257863057807733,68.22697998100011
42.0,0.05,2.2234827647050324,101.68819194100024
42.0,0.1,2.206902937036493,70.77012656399984
42.0,0.15,2.188387503692443,101.68768003100013
42.0,0.2,2.2603607117024436,100.63406267500068
42.0,0.25,2.2360869493634197,70.72602781099977
42.0,0.3,2.2082656654047637,71.76453490299991
42.0,0.35,2.2167194907362475,71.37966946300003
